"scenario","year","variable","value","units","version"
"ssp119",1937,"CO2_concentration",305.337323025999,"ppmv CO2",3.1.1
"ssp119",1938,"CO2_concentration",305.682386659098,"ppmv CO2",3.1.1
"ssp119",1939,"CO2_concentration",305.990377776136,"ppmv CO2",3.1.1
"ssp119",1940,"CO2_concentration",306.321131848588,"ppmv CO2",3.1.1
"ssp119",1941,"CO2_concentration",306.677739098877,"ppmv CO2",3.1.1
"ssp119",1942,"CO2_concentration",307.023645633883,"ppmv CO2",3.1.1
"ssp119",1943,"CO2_concentration",307.367910072007,"ppmv CO2",3.1.1
"ssp119",1944,"CO2_concentration",307.720428979286,"ppmv CO2",3.1.1
"ssp119",1945,"CO2_concentration",308.061547502472,"ppmv CO2",3.1.1
"ssp119",1946,"CO2_concentration",308.311292933073,"ppmv CO2",3.1.1
"ssp119",1947,"CO2_concentration",308.65794524377,"ppmv CO2",3.1.1
"ssp119",1948,"CO2_concentration",309.075075697713,"ppmv CO2",3.1.1
"ssp119",1949,"CO2_concentration",309.518954193064,"ppmv CO2",3.1.1
"ssp119",1950,"CO2_concentration",309.940991693745,"ppmv CO2",3.1.1
"ssp119",1951,"CO2_concentration",310.432856657207,"ppmv CO2",3.1.1
"ssp119",1952,"CO2_concentration",311.060046050542,"ppmv CO2",3.1.1
"ssp119",1953,"CO2_concentration",311.686742709183,"ppmv CO2",3.1.1
"ssp119",1954,"CO2_concentration",312.313021160274,"ppmv CO2",3.1.1
"ssp119",1955,"CO2_concentration",312.966617060617,"ppmv CO2",3.1.1
"ssp119",1956,"CO2_concentration",313.697896330723,"ppmv CO2",3.1.1
"ssp119",1957,"CO2_concentration",314.490177818646,"ppmv CO2",3.1.1
"ssp119",1958,"CO2_concentration",315.302915090777,"ppmv CO2",3.1.1
"ssp119",1959,"CO2_concentration",316.149334526877,"ppmv CO2",3.1.1
"ssp119",1960,"CO2_concentration",317.002284389043,"ppmv CO2",3.1.1
"ssp119",1961,"CO2_concentration",317.877272483246,"ppmv CO2",3.1.1
"ssp119",1962,"CO2_concentration",318.751294831167,"ppmv CO2",3.1.1
"ssp119",1963,"CO2_concentration",319.6197393212,"ppmv CO2",3.1.1
"ssp119",1964,"CO2_concentration",320.419644993557,"ppmv CO2",3.1.1
"ssp119",1965,"CO2_concentration",321.232439407584,"ppmv CO2",3.1.1
"ssp119",1966,"CO2_concentration",322.137765124219,"ppmv CO2",3.1.1
"ssp119",1967,"CO2_concentration",323.161695618701,"ppmv CO2",3.1.1
"ssp119",1968,"CO2_concentration",324.231589924283,"ppmv CO2",3.1.1
"ssp119",1969,"CO2_concentration",325.351754228234,"ppmv CO2",3.1.1
"ssp119",1970,"CO2_concentration",326.554890995919,"ppmv CO2",3.1.1
"ssp119",1971,"CO2_concentration",327.834956596502,"ppmv CO2",3.1.1
"ssp119",1972,"CO2_concentration",329.08796291241,"ppmv CO2",3.1.1
"ssp119",1973,"CO2_concentration",330.362031147997,"ppmv CO2",3.1.1
"ssp119",1974,"CO2_concentration",331.736485492504,"ppmv CO2",3.1.1
"ssp119",1975,"CO2_concentration",333.047808130074,"ppmv CO2",3.1.1
"ssp119",1976,"CO2_concentration",334.285700724942,"ppmv CO2",3.1.1
"ssp119",1977,"CO2_concentration",335.641302663017,"ppmv CO2",3.1.1
"ssp119",1978,"CO2_concentration",337.072496096332,"ppmv CO2",3.1.1
"ssp119",1979,"CO2_concentration",338.552836398261,"ppmv CO2",3.1.1
"ssp119",1980,"CO2_concentration",340.044316370878,"ppmv CO2",3.1.1
"ssp119",1981,"CO2_concentration",341.456075031816,"ppmv CO2",3.1.1
"ssp119",1982,"CO2_concentration",342.792833366996,"ppmv CO2",3.1.1
"ssp119",1983,"CO2_concentration",344.044091443619,"ppmv CO2",3.1.1
"ssp119",1984,"CO2_concentration",345.274643943329,"ppmv CO2",3.1.1
"ssp119",1985,"CO2_concentration",346.592265231542,"ppmv CO2",3.1.1
"ssp119",1986,"CO2_concentration",347.975398859467,"ppmv CO2",3.1.1
"ssp119",1987,"CO2_concentration",349.413697286857,"ppmv CO2",3.1.1
"ssp119",1988,"CO2_concentration",350.901595978219,"ppmv CO2",3.1.1
"ssp119",1989,"CO2_concentration",352.459459901933,"ppmv CO2",3.1.1
"ssp119",1990,"CO2_concentration",354.038893779126,"ppmv CO2",3.1.1
"ssp119",1991,"CO2_concentration",355.53966893778,"ppmv CO2",3.1.1
"ssp119",1992,"CO2_concentration",357.011284496796,"ppmv CO2",3.1.1
"ssp119",1993,"CO2_concentration",358.244773034118,"ppmv CO2",3.1.1
"ssp119",1994,"CO2_concentration",359.467359328063,"ppmv CO2",3.1.1
"ssp119",1995,"CO2_concentration",360.82931895878,"ppmv CO2",3.1.1
"ssp119",1996,"CO2_concentration",362.325882971105,"ppmv CO2",3.1.1
"ssp119",1997,"CO2_concentration",363.906663545925,"ppmv CO2",3.1.1
"ssp119",1998,"CO2_concentration",365.854547946497,"ppmv CO2",3.1.1
"ssp119",1999,"CO2_concentration",367.533026538042,"ppmv CO2",3.1.1
"ssp119",2000,"CO2_concentration",369.17077892185,"ppmv CO2",3.1.1
"ssp119",2001,"CO2_concentration",370.889626281248,"ppmv CO2",3.1.1
"ssp119",2002,"CO2_concentration",372.532475268905,"ppmv CO2",3.1.1
"ssp119",2003,"CO2_concentration",374.27834160442,"ppmv CO2",3.1.1
"ssp119",2004,"CO2_concentration",376.079767072832,"ppmv CO2",3.1.1
"ssp119",2005,"CO2_concentration",378.107190517952,"ppmv CO2",3.1.1
"ssp119",2006,"CO2_concentration",380.233663679803,"ppmv CO2",3.1.1
"ssp119",2007,"CO2_concentration",382.483044522244,"ppmv CO2",3.1.1
"ssp119",2008,"CO2_concentration",384.804970857391,"ppmv CO2",3.1.1
"ssp119",2009,"CO2_concentration",387.002371993613,"ppmv CO2",3.1.1
"ssp119",2010,"CO2_concentration",389.157748880486,"ppmv CO2",3.1.1
"ssp119",2011,"CO2_concentration",391.542567051206,"ppmv CO2",3.1.1
"ssp119",2012,"CO2_concentration",394.04993733783,"ppmv CO2",3.1.1
"ssp119",2013,"CO2_concentration",396.621918819278,"ppmv CO2",3.1.1
"ssp119",2014,"CO2_concentration",399.283896705958,"ppmv CO2",3.1.1
"ssp119",2015,"CO2_concentration",402.025473599062,"ppmv CO2",3.1.1
"ssp119",2016,"CO2_concentration",404.703717325106,"ppmv CO2",3.1.1
"ssp119",2017,"CO2_concentration",407.375992081065,"ppmv CO2",3.1.1
"ssp119",2018,"CO2_concentration",410.058479687807,"ppmv CO2",3.1.1
"ssp119",2019,"CO2_concentration",412.749465440651,"ppmv CO2",3.1.1
"ssp119",2020,"CO2_concentration",415.447078674831,"ppmv CO2",3.1.1
"ssp119",2021,"CO2_concentration",418.149955399876,"ppmv CO2",3.1.1
"ssp119",2022,"CO2_concentration",420.633523451673,"ppmv CO2",3.1.1
"ssp119",2023,"CO2_concentration",422.909103303215,"ppmv CO2",3.1.1
"ssp119",2024,"CO2_concentration",424.982798979999,"ppmv CO2",3.1.1
"ssp119",2025,"CO2_concentration",426.858610054149,"ppmv CO2",3.1.1
"ssp119",2026,"CO2_concentration",428.542303819779,"ppmv CO2",3.1.1
"ssp119",2027,"CO2_concentration",430.0372965743,"ppmv CO2",3.1.1
"ssp119",2028,"CO2_concentration",431.34601643004,"ppmv CO2",3.1.1
"ssp119",2029,"CO2_concentration",432.470587696591,"ppmv CO2",3.1.1
"ssp119",2030,"CO2_concentration",433.413025463656,"ppmv CO2",3.1.1
"ssp119",2031,"CO2_concentration",434.175289014533,"ppmv CO2",3.1.1
"ssp119",2032,"CO2_concentration",434.810155394188,"ppmv CO2",3.1.1
"ssp119",2033,"CO2_concentration",435.318209200238,"ppmv CO2",3.1.1
"ssp119",2034,"CO2_concentration",435.705799489327,"ppmv CO2",3.1.1
"ssp119",2035,"CO2_concentration",435.976425135292,"ppmv CO2",3.1.1
"ssp119",2036,"CO2_concentration",436.132293386948,"ppmv CO2",3.1.1
"ssp119",2037,"CO2_concentration",436.175867720773,"ppmv CO2",3.1.1
"ssp119",2038,"CO2_concentration",436.122429026971,"ppmv CO2",3.1.1
"ssp119",2039,"CO2_concentration",435.951057215123,"ppmv CO2",3.1.1
"ssp119",2040,"CO2_concentration",435.670528261393,"ppmv CO2",3.1.1
"ssp119",2041,"CO2_concentration",435.282815185639,"ppmv CO2",3.1.1
"ssp119",2042,"CO2_concentration",434.83880923946,"ppmv CO2",3.1.1
"ssp119",2043,"CO2_concentration",434.335815585287,"ppmv CO2",3.1.1
"ssp119",2044,"CO2_concentration",433.773273038512,"ppmv CO2",3.1.1
"ssp119",2045,"CO2_concentration",433.151055590503,"ppmv CO2",3.1.1
"ssp119",2046,"CO2_concentration",432.4692216418,"ppmv CO2",3.1.1
"ssp119",2047,"CO2_concentration",431.727912356687,"ppmv CO2",3.1.1
"ssp119",2048,"CO2_concentration",430.927217596235,"ppmv CO2",3.1.1
"ssp119",2049,"CO2_concentration",430.067270403372,"ppmv CO2",3.1.1
"ssp119",2050,"CO2_concentration",429.148040646248,"ppmv CO2",3.1.1
"ssp119",2051,"CO2_concentration",428.169526347519,"ppmv CO2",3.1.1
"ssp119",2052,"CO2_concentration",427.191600156397,"ppmv CO2",3.1.1
"ssp119",2053,"CO2_concentration",426.211053026572,"ppmv CO2",3.1.1
"ssp119",2054,"CO2_concentration",425.226619365046,"ppmv CO2",3.1.1
"ssp119",2055,"CO2_concentration",424.237420904829,"ppmv CO2",3.1.1
"ssp119",2056,"CO2_concentration",423.243008950868,"ppmv CO2",3.1.1
"ssp119",2057,"CO2_concentration",422.242917616539,"ppmv CO2",3.1.1
"ssp119",2058,"CO2_concentration",421.25385119967,"ppmv CO2",3.1.1
"ssp119",2059,"CO2_concentration",420.250422259722,"ppmv CO2",3.1.1
"ssp119",2060,"CO2_concentration",419.237391895713,"ppmv CO2",3.1.1
"ssp119",2061,"CO2_concentration",418.219636083475,"ppmv CO2",3.1.1
"ssp119",2062,"CO2_concentration",417.204211064789,"ppmv CO2",3.1.1
"ssp119",2063,"CO2_concentration",416.191031260844,"ppmv CO2",3.1.1
"ssp119",2064,"CO2_concentration",415.1793929362,"ppmv CO2",3.1.1
"ssp119",2065,"CO2_concentration",414.169991628448,"ppmv CO2",3.1.1
"ssp119",2066,"CO2_concentration",413.162092547546,"ppmv CO2",3.1.1
"ssp119",2067,"CO2_concentration",412.154825158069,"ppmv CO2",3.1.1
"ssp119",2068,"CO2_concentration",411.147443767889,"ppmv CO2",3.1.1
"ssp119",2069,"CO2_concentration",410.139326401698,"ppmv CO2",3.1.1
"ssp119",2070,"CO2_concentration",409.129940755741,"ppmv CO2",3.1.1
"ssp119",2071,"CO2_concentration",408.118820003746,"ppmv CO2",3.1.1
"ssp119",2072,"CO2_concentration",407.107240638535,"ppmv CO2",3.1.1
"ssp119",2073,"CO2_concentration",406.094775104352,"ppmv CO2",3.1.1
"ssp119",2074,"CO2_concentration",405.080998943034,"ppmv CO2",3.1.1
"ssp119",2075,"CO2_concentration",404.065501372813,"ppmv CO2",3.1.1
"ssp119",2076,"CO2_concentration",403.048228642332,"ppmv CO2",3.1.1
"ssp119",2077,"CO2_concentration",402.028756468164,"ppmv CO2",3.1.1
"ssp119",2078,"CO2_concentration",401.006715854822,"ppmv CO2",3.1.1
"ssp119",2079,"CO2_concentration",399.981768995996,"ppmv CO2",3.1.1
"ssp119",2080,"CO2_concentration",398.953545862453,"ppmv CO2",3.1.1
"ssp119",2081,"CO2_concentration",397.921712197602,"ppmv CO2",3.1.1
"ssp119",2082,"CO2_concentration",396.880621300254,"ppmv CO2",3.1.1
"ssp119",2083,"CO2_concentration",395.830510943813,"ppmv CO2",3.1.1
"ssp119",2084,"CO2_concentration",394.771363680065,"ppmv CO2",3.1.1
"ssp119",2085,"CO2_concentration",393.703097966696,"ppmv CO2",3.1.1
"ssp119",2086,"CO2_concentration",392.626419750077,"ppmv CO2",3.1.1
"ssp119",2087,"CO2_concentration",391.543804758627,"ppmv CO2",3.1.1
"ssp119",2088,"CO2_concentration",390.454342506913,"ppmv CO2",3.1.1
"ssp119",2089,"CO2_concentration",389.357098472434,"ppmv CO2",3.1.1
"ssp119",2090,"CO2_concentration",388.251638849379,"ppmv CO2",3.1.1
"ssp119",2091,"CO2_concentration",387.137492392725,"ppmv CO2",3.1.1
"ssp119",2092,"CO2_concentration",386.01370222734,"ppmv CO2",3.1.1
"ssp119",2093,"CO2_concentration",384.880379488154,"ppmv CO2",3.1.1
"ssp119",2094,"CO2_concentration",383.737743242481,"ppmv CO2",3.1.1
"ssp119",2095,"CO2_concentration",382.585561786226,"ppmv CO2",3.1.1
"ssp119",2096,"CO2_concentration",381.42359537337,"ppmv CO2",3.1.1
"ssp119",2097,"CO2_concentration",380.251749552584,"ppmv CO2",3.1.1
"ssp119",2098,"CO2_concentration",379.069962139167,"ppmv CO2",3.1.1
