"year","scenario","co2","gmst"
1891,"historical",145.546176042902,0.000300155908290365
1892,"historical",150.596627517148,0.0112470844057122
1893,"historical",155.677313980803,0.0294547419558734
1894,"historical",160.852884571491,0.0430428386272058
1895,"historical",166.156773281308,0.0537643166508131
1896,"historical",171.546741357766,0.0627920837743912
1897,"historical",177.051073250056,0.0698920737302601
1898,"historical",182.670052912995,0.0759541719740629
1899,"historical",188.468842596033,0.080033126160186
1900,"historical",194.481212886423,0.0837672794367599
1901,"historical",200.649921128389,0.0877526938936153
1902,"historical",206.917702592175,0.0835187705516241
1903,"historical",213.426435026944,0.0170696722775332
1904,"historical",220.006042238372,0.00221392516024315
1905,"historical",226.776571710856,0.0203534069276477
1906,"historical",233.706375685239,0.0409307919104573
1907,"historical",240.994577914199,0.0440244259528527
1908,"historical",248.204218949164,0.052162622774458
1909,"historical",255.559917547181,0.063807020989099
1910,"historical",263.030874466495,0.0716899182656541
1911,"historical",270.533887263884,0.0790186687301162
1912,"historical",278.163658450817,0.0499977968364036
1913,"historical",286.050513202123,0.0222661652489024
1914,"historical",293.566168500765,0.0311345998336658
1915,"historical",301.025302936563,0.0513527115879589
1916,"historical",308.707772022118,0.0662161654457123
1917,"historical",316.538398731354,0.07612465158953
1918,"historical",324.30793350182,0.0842120048450519
1919,"historical",331.62551356216,0.0951425176712468
1920,"historical",339.583341915541,0.101897697213067
1921,"historical",347.223000974935,0.112621299408348
1922,"historical",355.077145101262,0.112972507142762
1923,"historical",363.405070130721,0.11200275225259
1924,"historical",371.783888240328,0.118936432470093
1925,"historical",380.218703375834,0.125259800503638
1926,"historical",388.604381696382,0.130807463402594
1927,"historical",397.342907834118,0.134062002229492
1928,"historical",406.073054425566,0.135655430145626
1929,"historical",415.090770039637,0.123434332471239
1930,"historical",423.9760168785,0.130481716763223
1931,"historical",432.593227563273,0.142711324301901
1932,"historical",440.933860505294,0.143914098028388
1933,"historical",449.528682710417,0.152631782041874
1934,"historical",458.485616420226,0.160267080637735
1935,"historical",467.668288028713,0.165018701682827
1936,"historical",477.290114991577,0.167077502635498
1937,"historical",487.239588608375,0.167907919986586
1938,"historical",496.967005131774,0.172846744422475
1939,"historical",506.952036890547,0.175071764290365
1940,"historical",517.441751934651,0.175361552250848
1941,"historical",528.096613002881,0.175786207561577
1942,"historical",538.723332542804,0.176015834126476
1943,"historical",549.409560368763,0.177419549728366
1944,"historical",560.15753941684,0.180534350213587
1945,"historical",570.005582163039,0.18897388185009
1946,"historical",580.210838964401,0.197384924254074
1947,"historical",590.899383727045,0.200877546162752
1948,"historical",601.797449927542,0.202982228150403
1949,"historical",612.467258152873,0.206634904248791
1950,"historical",624.105438678557,0.206166926090206
1951,"historical",636.38960436911,0.207448064625907
1952,"historical",648.843745045909,0.208997918806578
1953,"historical",661.566287768157,0.210512150277617
1954,"historical",674.523258158256,0.213327186953105
1955,"historical",688.208420364834,0.21365279794697
1956,"historical",702.469362415884,0.211683777897411
1957,"historical",717.061981811801,0.209247219190551
1958,"historical",731.968167948283,0.210842007666211
1959,"historical",747.427316283043,0.211999567451493
1960,"historical",762.843378763942,0.213236693566806
1961,"historical",778.036653558499,0.206705031663848
1962,"historical",793.425166445295,0.191382967869577
1963,"historical",809.199576632403,0.120247734674945
1964,"historical",825.34487449946,0.0763845131520581
1965,"historical",841.826206886354,0.0717555201117238
1966,"historical",858.720344490943,0.101401310041416
1967,"historical",875.92416463683,0.10903492239772
1968,"historical",893.767240280168,0.119275699388833
1969,"historical",912.489194895831,0.134198031674388
1970,"historical",932.294498290095,0.143922635071499
1971,"historical",952.614638866472,0.145102874109531
1972,"historical",973.544613198125,0.151865609595437
1973,"historical",995.300850316338,0.167821836802956
1974,"historical",1016.87655398325,0.180246944043559
1975,"historical",1038.37001064963,0.170255803592862
1976,"historical",1060.69469744455,0.181441674555221
1977,"historical",1083.45372164355,0.200961637378648
1978,"historical",1106.78161576452,0.220682678120966
1979,"historical",1130.5060733349,0.237297577552028
1980,"historical",1154.26034740401,0.250146018878265
1981,"historical",1177.54289003995,0.263511030162685
1982,"historical",1200.6909607502,0.257596200740335
1983,"historical",1224.12799362178,0.219783724768472
1984,"historical",1248.23888100726,0.229907994812318
1985,"historical",1273.10040835865,0.259609390357901
1986,"historical",1298.33456925604,0.286007398903817
1987,"historical",1324.30909316211,0.31136214332213
1988,"historical",1351.19413093703,0.338355494775814
1989,"historical",1378.48521743608,0.365763119810267
1990,"historical",1406.16292417872,0.389710532347589
1991,"historical",1434.27104536322,0.362572390358576
1992,"historical",1461.66140108218,0.254554346933831
1993,"historical",1489.29567086879,0.246947593563354
1994,"historical",1517.0679133748,0.303729233335973
1995,"historical",1545.29225498372,0.36601855567963
1996,"historical",1574.172623306,0.419349511593556
1997,"historical",1604.91518713612,0.453792268916029
1998,"historical",1633.59489981508,0.48546738887333
1999,"historical",1662.53392521601,0.523661272218167
2000,"historical",1692.70383337943,0.558534142455819
2001,"historical",1722.92199957875,0.588452005862679
2002,"historical",1754.33306552829,0.610174240235199
2003,"historical",1787.17344340474,0.627920790461509
2004,"historical",1821.18857777517,0.64837646770497
2005,"historical",1855.79318348563,0.665600556877803
2006,"historical",1891.64775918183,0.679940868441546
2007,"historical",1927.74798379195,0.699738558973496
2008,"historical",1964.667644119,0.724124634576305
2009,"historical",2001.99554983713,0.748469343651485
2010,"historical",2040.46631130416,0.773993680600884
2011,"historical",2079.73856828862,0.798064863050106
2012,"historical",2119.942399237,0.821798261580733
2013,"historical",2160.54824780933,0.85023181874859
2014,"historical",2201.83429686005,0.873610515954634
2015,"historical",2243.29214787436,0.906633140984748
2016,"historical",2284.21245015093,0.939002955813526
2017,"historical",2325.48048303859,0.97027083447596
2018,"historical",2367.59316880777,1.00093343742718
2019,"historical",2410.63879037608,1.03126838292284
2015,"ssp119",2243.29214787436,0.906633140984748
2016,"ssp119",2282.61257667526,0.939002955813526
2017,"ssp119",2322.04136949095,0.970059772774219
2018,"ssp119",2361.57852632145,1.00031892387643
2019,"ssp119",2401.22404716675,1.03001229176605
2020,"ssp119",2440.97793202686,1.05930253604951
2021,"ssp119",2479.04461814429,1.08748422853625
2022,"ssp119",2515.42410551906,1.11448554455729
2023,"ssp119",2550.11639415115,1.14030331354451
2024,"ssp119",2583.12148404058,1.16493571769205
2025,"ssp119",2614.43937518734,1.18949333664374
2026,"ssp119",2644.07006759143,1.213716457757
2027,"ssp119",2672.01356125285,1.237372786095
2028,"ssp119",2698.26985617161,1.26033176934501
2029,"ssp119",2722.83895234769,1.28251636661381
2030,"ssp119",2745.72084978111,1.30388061387766
2031,"ssp119",2767.36365392055,1.32228811551939
2032,"ssp119",2787.76736476601,1.33836074895258
2033,"ssp119",2806.9319823175,1.35263987911315
2034,"ssp119",2824.857506575,1.36545160093686
2035,"ssp119",2841.54393753853,1.37700778874186
2036,"ssp119",2856.99127520808,1.38745354849144
2037,"ssp119",2871.19951958366,1.39689284575769
2038,"ssp119",2884.16867066525,1.40540474878867
2039,"ssp119",2895.89872845287,1.41304982857528
2040,"ssp119",2906.38969294651,1.41987490704861
2041,"ssp119",2916.03690789211,1.42572003244412
2042,"ssp119",2924.84037328967,1.43071685789996
2043,"ssp119",2932.80008913919,1.43497927442288
2044,"ssp119",2939.91605544068,1.43858302582921
2045,"ssp119",2946.18827219412,1.44158173035796
2046,"ssp119",2951.61673939952,1.44401486755808
2047,"ssp119",2956.35715959723,1.44591235597275
2048,"ssp119",2960.47403710631,1.44729724388734
2049,"ssp119",2963.96737192675,1.44818734495343
2050,"ssp119",2966.83716405856,1.44859604618198
2015,"ssp126",2243.29214787436,0.906633140984748
2016,"ssp126",2282.63466750091,0.938829127950527
2017,"ssp126",2322.10764196792,0.969547792220083
2018,"ssp126",2361.71107127538,0.999320641882913
2019,"ssp126",2401.44495542331,1.02838885679447
2020,"ssp126",2441.30929441168,1.05692162714574
2021,"ssp126",2480.66590609305,1.08389179246928
2022,"ssp126",2519.51479046742,1.10955654360079
2023,"ssp126",2557.85594753477,1.13415324618875
2024,"ssp126",2595.68937729512,1.15782646654429
2025,"ssp126",2633.01507974847,1.18178125879319
2026,"ssp126",2669.8330548948,1.20582092439441
2027,"ssp126",2706.14330273413,1.22975578550433
2028,"ssp126",2741.94582326645,1.25348402739053
2029,"ssp126",2777.24061649176,1.27694756555388
2030,"ssp126",2812.02768241007,1.30011231233283
2031,"ssp126",2845.99097764339,1.32221323365167
2032,"ssp126",2879.13050219171,1.34337127692644
2033,"ssp126",2911.44625605504,1.3637097494703
2034,"ssp126",2942.98058534561,1.38330192486194
2035,"ssp126",2973.74881737518,1.40219440323992
2036,"ssp126",3003.75095214376,1.42041814070272
2037,"ssp126",3032.98698965135,1.43799510058938
2038,"ssp126",3061.45692989794,1.45494365720863
2039,"ssp126",3089.16077288353,1.47127847046396
2040,"ssp126",3116.09851860813,1.48701102978314
2041,"ssp126",3142.31769499065,1.50158891631015
2042,"ssp126",3167.8183020311,1.51520604055187
2043,"ssp126",3192.60033972946,1.52802870453993
2044,"ssp126",3216.66380808576,1.54015708993133
2045,"ssp126",3240.00870709997,1.55165703346684
2046,"ssp126",3262.63503677211,1.56257433018124
2047,"ssp126",3284.54279710217,1.57294219483702
2048,"ssp126",3305.73198809016,1.58278549409469
2049,"ssp126",3326.20260973607,1.59212348222801
2050,"ssp126",3345.9546620399,1.60097124229433
2015,"ssp245",2243.29214787436,0.906633140984748
2016,"ssp245",2282.80362647438,0.938784910506852
2017,"ssp245",2322.61451888831,0.969566504347108
2018,"ssp245",2362.72482511617,0.999609717784532
2019,"ssp245",2403.13454515795,1.02920736305331
2020,"ssp245",2443.84367901365,1.05856086013548
2021,"ssp245",2484.83609481735,1.08530540200171
2022,"ssp245",2526.11179256906,1.11007341914684
2023,"ssp245",2567.67077226877,1.1334293176066
2024,"ssp245",2609.51303391649,1.15571055992908
2025,"ssp245",2651.63857751222,1.1782451251569
2026,"ssp245",2694.04740305594,1.20091890392902
2027,"ssp245",2736.73951054768,1.22359969138096
2028,"ssp245",2779.71489998742,1.24622662672647
2029,"ssp245",2822.97357137516,1.26877123155071
2030,"ssp245",2866.51552471091,1.29122096146517
2031,"ssp245",2910.13527952928,1.3143523049653
2032,"ssp245",2953.83283583028,1.33792680044654
2033,"ssp245",2997.60819361391,1.36174196150821
2034,"ssp245",3041.46135288015,1.38568210615633
2035,"ssp245",3085.39231362903,1.40967538174992
2036,"ssp245",3129.40107586053,1.43367417289364
2037,"ssp245",3173.48763957465,1.45764601058699
2038,"ssp245",3217.6520047714,1.48157016533488
2039,"ssp245",3261.89417145077,1.50543240127182
2040,"ssp245",3306.21413961277,1.52922233215586
2041,"ssp245",3350.45491693868,1.55309368848936
2042,"ssp245",3394.6165034285,1.57698089884989
2043,"ssp245",3438.69889908223,1.60082991809912
2044,"ssp245",3482.70210389988,1.62460755177192
2045,"ssp245",3526.62611788145,1.6482919576122
2046,"ssp245",3570.47094102692,1.6718680927434
2047,"ssp245",3614.23657333631,1.69532528047925
2048,"ssp245",3657.92301480961,1.7186557978577
2049,"ssp245",3701.53026544682,1.74185413822028
2050,"ssp245",3745.05832524795,1.76491623153942
2015,"ssp370",2243.29214787436,0.906633140984748
2016,"ssp370",2283.63698924377,0.937285349898204
2017,"ssp370",2325.11460719651,0.965575754931719
2018,"ssp370",2367.72500173256,0.992560319068842
2019,"ssp370",2411.46817285193,1.01875367611788
2020,"ssp370",2456.34412055462,1.0445362162028
2021,"ssp370",2502.02521877766,1.06940299753204
2022,"ssp370",2548.51146752105,1.09362138869595
2023,"ssp370",2595.80286678479,1.11741442280584
2024,"ssp370",2643.89941656888,1.14092443690196
2025,"ssp370",2692.80111687332,1.16535691998176
2026,"ssp370",2742.5079676981,1.19051499820213
2027,"ssp370",2793.01996904324,1.21620715330221
2028,"ssp370",2844.33712090873,1.24232793874724
2029,"ssp370",2896.45942329456,1.26881399807744
2030,"ssp370",2949.38687620075,1.29562456805006
2031,"ssp370",3002.88024654457,1.32279921415974
2032,"ssp370",3056.93953432603,1.35027000482523
2033,"ssp370",3111.56473954513,1.37798604614441
2034,"ssp370",3166.75586220187,1.40591636807915
2035,"ssp370",3222.51290229625,1.43403948824001
2036,"ssp370",3278.83585982826,1.4623388509177
2037,"ssp370",3335.72473479791,1.49080140458627
2038,"ssp370",3393.1795272052,1.51941840241165
2039,"ssp370",3451.20023705013,1.54818273630677
2040,"ssp370",3509.78686433269,1.57708789038453
2041,"ssp370",3568.81476826595,1.60607672860562
2042,"ssp370",3628.28394884989,1.63515317145665
2043,"ssp370",3688.19440608453,1.66432177624357
2044,"ssp370",3748.54613996986,1.69358371984998
2045,"ssp370",3809.33915050587,1.72293856913326
2046,"ssp370",3870.57343769258,1.75238509961311
2047,"ssp370",3932.24900152997,1.7819217060398
2048,"ssp370",3994.36584201806,1.8115466248929
2049,"ssp370",4056.92395915684,1.84125819162075
2050,"ssp370",4119.9233529463,1.87105471625346
2015,"ssp585",2243.29214787436,0.906633140984748
2016,"ssp585",2283.41751919414,0.940286258701827
2017,"ssp585",2324.45619704761,0.97380231402282
2018,"ssp585",2366.40818143477,1.00754956992251
2019,"ssp585",2409.27347235561,1.04163737723761
2020,"ssp585",2453.05206981014,1.07619547836086
2021,"ssp585",2497.99084639643,1.10850076436384
2022,"ssp585",2544.08980211449,1.13930386485464
2023,"ssp585",2591.3489369643,1.16926232283577
2024,"ssp585",2639.76825094588,1.19876284054961
2025,"ssp585",2689.34774405922,1.22915958053608
2026,"ssp585",2740.08741630432,1.26035131788242
2027,"ssp585",2791.98726768119,1.29221052865085
2028,"ssp585",2845.04729818981,1.32467573885062
2029,"ssp585",2899.2675078302,1.35771434166137
2030,"ssp585",2954.64789660235,1.39130729473385
2031,"ssp585",3011.37823971939,1.42474421405727
2032,"ssp585",3069.45853718131,1.45823652753755
2033,"ssp585",3128.88878898812,1.49196167300081
2034,"ssp585",3189.66899513981,1.52602186045183
2035,"ssp585",3251.79915563639,1.5604777388318
2036,"ssp585",3315.27927047785,1.595364755957
2037,"ssp585",3380.1093396642,1.63070282265408
2038,"ssp585",3446.28936319544,1.66650350932662
2039,"ssp585",3513.81934107156,1.70277136744865
2040,"ssp585",3582.69927329257,1.73950546899888
2041,"ssp585",3653.0336586694,1.77674476322337
2042,"ssp585",3724.82249720204,1.81447501752253
2043,"ssp585",3798.06578889052,1.85268161849116
2044,"ssp585",3872.76353373481,1.89135297084507
2045,"ssp585",3948.91573173492,1.93047889336726
2046,"ssp585",4026.52238289086,1.9700498677362
2047,"ssp585",4105.58348720261,2.01005668190386
2048,"ssp585",4186.09904467019,2.05049026581158
2049,"ssp585",4268.06905529359,2.09134174811108
2050,"ssp585",4351.49351907281,2.13260224189069
