"model","scenario","year","variable","value"
"MRI-ESM2-0","ssp370",1889,"land_tas",-0.0992857647058827
"MRI-ESM2-0","ssp370",1889,"sst",-0.0342655765003922
"MRI-ESM2-0","ssp370",1890,"global_tas",-0.018664635236553
"MRI-ESM2-0","ssp370",1890,"land_tas",-0.0200777647058998
"MRI-ESM2-0","ssp370",1890,"sst",-0.00513271791839216
"MRI-ESM2-0","ssp370",1891,"global_tas",-0.000253295368952415
"MRI-ESM2-0","ssp370",1891,"land_tas",-0.0563857647058853
"MRI-ESM2-0","ssp370",1891,"sst",-0.000645456318392156
"MRI-ESM2-0","ssp370",1892,"global_tas",-0.0269546801831893
"MRI-ESM2-0","ssp370",1892,"land_tas",-0.073813764705892
"MRI-ESM2-0","ssp370",1892,"sst",-0.0135657068583922
"MRI-ESM2-0","ssp370",1893,"global_tas",0.036631732398132
"MRI-ESM2-0","ssp370",1893,"land_tas",0.0343982352941226
"MRI-ESM2-0","ssp370",1893,"sst",0.0299107946816078
"MRI-ESM2-0","ssp370",1894,"global_tas",0.0480048209208801
"MRI-ESM2-0","ssp370",1894,"land_tas",0.0105582352941155
"MRI-ESM2-0","ssp370",1894,"sst",0.0232918260816078
"MRI-ESM2-0","ssp370",1895,"global_tas",0.145684113611082
"MRI-ESM2-0","ssp370",1895,"land_tas",0.167424235294106
"MRI-ESM2-0","ssp370",1895,"sst",0.0764007836816078
"MRI-ESM2-0","ssp370",1896,"global_tas",0.114870166278774
"MRI-ESM2-0","ssp370",1896,"land_tas",0.145962235294098
"MRI-ESM2-0","ssp370",1896,"sst",0.0812601616816079
"MRI-ESM2-0","ssp370",1897,"global_tas",0.00521633048489326
"MRI-ESM2-0","ssp370",1897,"land_tas",0.0254942352941043
"MRI-ESM2-0","ssp370",1897,"sst",0.0252624586816078
"MRI-ESM2-0","ssp370",1898,"global_tas",-0.012259139724938
"MRI-ESM2-0","ssp370",1898,"land_tas",0.0223402352940982
"MRI-ESM2-0","ssp370",1898,"sst",-0.00896216731839215
"MRI-ESM2-0","ssp370",1899,"global_tas",-0.0118544806769023
"MRI-ESM2-0","ssp370",1899,"land_tas",0.0346342352941065
"MRI-ESM2-0","ssp370",1899,"sst",-0.0365874715183922
"MRI-ESM2-0","ssp370",1900,"global_tas",-0.0079580956860582
"MRI-ESM2-0","ssp370",1900,"land_tas",-0.0210357647059027
"MRI-ESM2-0","ssp370",1900,"sst",0.0155210476816078
"MRI-ESM2-0","ssp370",1901,"global_tas",0.0798218450759465
"MRI-ESM2-0","ssp370",1901,"land_tas",0.0500682352941113
"MRI-ESM2-0","ssp370",1901,"sst",0.0689247146816078
"MRI-ESM2-0","ssp370",1902,"global_tas",0.0603628079255826
"MRI-ESM2-0","ssp370",1902,"land_tas",0.0194442352940995
"MRI-ESM2-0","ssp370",1902,"sst",0.0480676896816079
"MRI-ESM2-0","ssp370",1903,"global_tas",-0.0354077223420859
"MRI-ESM2-0","ssp370",1903,"land_tas",-0.143287764705883
"MRI-ESM2-0","ssp370",1903,"sst",-0.0188910745183922
"MRI-ESM2-0","ssp370",1904,"global_tas",0.0086327031516249
"MRI-ESM2-0","ssp370",1904,"land_tas",-0.0312317647058989
"MRI-ESM2-0","ssp370",1904,"sst",-0.0124836203183922
"MRI-ESM2-0","ssp370",1905,"global_tas",0.0449010194267658
"MRI-ESM2-0","ssp370",1905,"land_tas",0.0614302352941082
"MRI-ESM2-0","ssp370",1905,"sst",0.0190107836816078
"MRI-ESM2-0","ssp370",1906,"global_tas",0.0428398641493573
"MRI-ESM2-0","ssp370",1906,"land_tas",0.0339202352941128
"MRI-ESM2-0","ssp370",1906,"sst",0.0165196606816078
"MRI-ESM2-0","ssp370",1907,"global_tas",-0.051140963467003
"MRI-ESM2-0","ssp370",1907,"land_tas",-0.0596757647058778
"MRI-ESM2-0","ssp370",1907,"sst",-0.0376036763183922
"MRI-ESM2-0","ssp370",1908,"global_tas",0.010727520122339
"MRI-ESM2-0","ssp370",1908,"land_tas",0.0202702352941058
"MRI-ESM2-0","ssp370",1908,"sst",-0.00214244031839216
"MRI-ESM2-0","ssp370",1909,"global_tas",0.0134840005752267
"MRI-ESM2-0","ssp370",1909,"land_tas",-0.0356617647058899
"MRI-ESM2-0","ssp370",1909,"sst",0.0326846816816078
"MRI-ESM2-0","ssp370",1910,"global_tas",0.0606099556602089
"MRI-ESM2-0","ssp370",1910,"land_tas",0.054278235294123
"MRI-ESM2-0","ssp370",1910,"sst",0.0530213836816078
"MRI-ESM2-0","ssp370",1911,"global_tas",0.018316106360976
"MRI-ESM2-0","ssp370",1911,"land_tas",-0.036979764705893
"MRI-ESM2-0","ssp370",1911,"sst",0.0232038086816078
"MRI-ESM2-0","ssp370",1912,"global_tas",-0.0363164989358892
"MRI-ESM2-0","ssp370",1912,"land_tas",-0.124931764705878
"MRI-ESM2-0","ssp370",1912,"sst",0.0186354566816078
"MRI-ESM2-0","ssp370",1913,"global_tas",-0.0533740883697647
"MRI-ESM2-0","ssp370",1913,"land_tas",-0.147241764705882
"MRI-ESM2-0","ssp370",1913,"sst",-0.00838154231839216
"MRI-ESM2-0","ssp370",1914,"global_tas",0.00311126418540658
"MRI-ESM2-0","ssp370",1914,"land_tas",0.00500023529411915
"MRI-ESM2-0","ssp370",1914,"sst",0.0111115592816078
"MRI-ESM2-0","ssp370",1915,"global_tas",-0.00832042118590842
"MRI-ESM2-0","ssp370",1915,"land_tas",0.011250235294108
"MRI-ESM2-0","ssp370",1915,"sst",-0.0260909383183922
"MRI-ESM2-0","ssp370",1916,"global_tas",-0.0375345124501108
"MRI-ESM2-0","ssp370",1916,"land_tas",-0.0566557647058857
"MRI-ESM2-0","ssp370",1916,"sst",-0.0207503563183922
"MRI-ESM2-0","ssp370",1917,"global_tas",0.0190875410345711
"MRI-ESM2-0","ssp370",1917,"land_tas",0.0330402352941064
"MRI-ESM2-0","ssp370",1917,"sst",0.0151948816816078
"MRI-ESM2-0","ssp370",1918,"global_tas",0.0536232163455566
"MRI-ESM2-0","ssp370",1918,"land_tas",0.0576322352941247
"MRI-ESM2-0","ssp370",1918,"sst",0.0323345986816078
"MRI-ESM2-0","ssp370",1919,"global_tas",-0.0209294429205898
"MRI-ESM2-0","ssp370",1919,"land_tas",-0.0635777647058832
"MRI-ESM2-0","ssp370",1919,"sst",-0.00808874491839216
"MRI-ESM2-0","ssp370",1920,"global_tas",0.0274769294569978
"MRI-ESM2-0","ssp370",1920,"land_tas",0.0156342352941011
"MRI-ESM2-0","ssp370",1920,"sst",0.0119103756816078
"MRI-ESM2-0","ssp370",1921,"global_tas",0.0791673723763894
"MRI-ESM2-0","ssp370",1921,"land_tas",0.0200322352941158
"MRI-ESM2-0","ssp370",1921,"sst",0.0462040396816078
"MRI-ESM2-0","ssp370",1922,"global_tas",0.11484664688868
"MRI-ESM2-0","ssp370",1922,"land_tas",0.156924235294116
"MRI-ESM2-0","ssp370",1922,"sst",0.101855771681608
"MRI-ESM2-0","ssp370",1923,"global_tas",0.173300397721084
"MRI-ESM2-0","ssp370",1923,"land_tas",0.206266235294106
"MRI-ESM2-0","ssp370",1923,"sst",0.111306183681608
"MRI-ESM2-0","ssp370",1924,"global_tas",0.086025859500728
"MRI-ESM2-0","ssp370",1924,"land_tas",0.0732482352941019
"MRI-ESM2-0","ssp370",1924,"sst",0.0535566420816078
"MRI-ESM2-0","ssp370",1925,"global_tas",0.0505716711595936
"MRI-ESM2-0","ssp370",1925,"land_tas",0.0615102352940992
"MRI-ESM2-0","ssp370",1925,"sst",0.0292724776816078
"MRI-ESM2-0","ssp370",1926,"global_tas",0.129562333516947
"MRI-ESM2-0","ssp370",1926,"land_tas",0.135190235294101
"MRI-ESM2-0","ssp370",1926,"sst",0.106433589681608
"MRI-ESM2-0","ssp370",1927,"global_tas",0.165472469194947
"MRI-ESM2-0","ssp370",1927,"land_tas",0.203546235294118
"MRI-ESM2-0","ssp370",1927,"sst",0.104466283681608
"MRI-ESM2-0","ssp370",1928,"global_tas",0.105335315676609
"MRI-ESM2-0","ssp370",1928,"land_tas",0.10948423529411
"MRI-ESM2-0","ssp370",1928,"sst",0.0611129676816079
"MRI-ESM2-0","ssp370",1929,"global_tas",0.164094470384805
"MRI-ESM2-0","ssp370",1929,"land_tas",0.158494235294108
"MRI-ESM2-0","ssp370",1929,"sst",0.119114205681608
"MRI-ESM2-0","ssp370",1930,"global_tas",0.171998069709082
"MRI-ESM2-0","ssp370",1930,"land_tas",0.147910235294114
"MRI-ESM2-0","ssp370",1930,"sst",0.140089339681608
"MRI-ESM2-0","ssp370",1931,"global_tas",0.216977153076595
"MRI-ESM2-0","ssp370",1931,"land_tas",0.202210235294115
"MRI-ESM2-0","ssp370",1931,"sst",0.138402195681608
"MRI-ESM2-0","ssp370",1932,"global_tas",0.171599641600813
"MRI-ESM2-0","ssp370",1932,"land_tas",0.152492235294108
"MRI-ESM2-0","ssp370",1932,"sst",0.0928542236816079
"MRI-ESM2-0","ssp370",1933,"global_tas",0.134096137390065
"MRI-ESM2-0","ssp370",1933,"land_tas",0.139974235294119
"MRI-ESM2-0","ssp370",1933,"sst",0.0800324073816078
"MRI-ESM2-0","ssp370",1934,"global_tas",0.155922490014643
"MRI-ESM2-0","ssp370",1934,"land_tas",0.150498235294117
"MRI-ESM2-0","ssp370",1934,"sst",0.116014087681608
"MRI-ESM2-0","ssp370",1935,"global_tas",0.136846432971902
"MRI-ESM2-0","ssp370",1935,"land_tas",0.177256235294112
"MRI-ESM2-0","ssp370",1935,"sst",0.0851462076816078
"MRI-ESM2-0","ssp370",1936,"global_tas",0.0914212330257783
"MRI-ESM2-0","ssp370",1936,"land_tas",0.0940522352941116
"MRI-ESM2-0","ssp370",1936,"sst",0.0918594096816078
"MRI-ESM2-0","ssp370",1937,"global_tas",0.202197798110001
"MRI-ESM2-0","ssp370",1937,"land_tas",0.261430235294108
"MRI-ESM2-0","ssp370",1937,"sst",0.152416657681608
"MRI-ESM2-0","ssp370",1938,"global_tas",0.221102088260011
"MRI-ESM2-0","ssp370",1938,"land_tas",0.27008423529411
"MRI-ESM2-0","ssp370",1938,"sst",0.157940751681608
"MRI-ESM2-0","ssp370",1939,"global_tas",0.201559221093441
"MRI-ESM2-0","ssp370",1939,"land_tas",0.28156623529411
"MRI-ESM2-0","ssp370",1939,"sst",0.0929487896816078
"MRI-ESM2-0","ssp370",1940,"global_tas",0.170141959988825
"MRI-ESM2-0","ssp370",1940,"land_tas",0.216064235294118
"MRI-ESM2-0","ssp370",1940,"sst",0.105585696081608
"MRI-ESM2-0","ssp370",1941,"global_tas",0.178213850431655
"MRI-ESM2-0","ssp370",1941,"land_tas",0.176372235294104
"MRI-ESM2-0","ssp370",1941,"sst",0.119105485681608
"MRI-ESM2-0","ssp370",1942,"global_tas",0.0987306931659645
"MRI-ESM2-0","ssp370",1942,"land_tas",0.0640782352941188
"MRI-ESM2-0","ssp370",1942,"sst",0.0869091116816078
"MRI-ESM2-0","ssp370",1943,"global_tas",0.141186030424785
"MRI-ESM2-0","ssp370",1943,"land_tas",0.114526235294113
"MRI-ESM2-0","ssp370",1943,"sst",0.0949209296816078
"MRI-ESM2-0","ssp370",1944,"global_tas",0.160240530639521
"MRI-ESM2-0","ssp370",1944,"land_tas",0.211506235294098
"MRI-ESM2-0","ssp370",1944,"sst",0.0917644387120078
"MRI-ESM2-0","ssp370",1945,"global_tas",0.151639509768927
"MRI-ESM2-0","ssp370",1945,"land_tas",0.159274235294106
"MRI-ESM2-0","ssp370",1945,"sst",0.105624175681608
"MRI-ESM2-0","ssp370",1946,"global_tas",0.18797812977881
"MRI-ESM2-0","ssp370",1946,"land_tas",0.183652235294108
"MRI-ESM2-0","ssp370",1946,"sst",0.120836289681608
"MRI-ESM2-0","ssp370",1947,"global_tas",0.218517657462996
"MRI-ESM2-0","ssp370",1947,"land_tas",0.226044235294103
"MRI-ESM2-0","ssp370",1947,"sst",0.153715733681608
"MRI-ESM2-0","ssp370",1948,"global_tas",0.232649851437691
"MRI-ESM2-0","ssp370",1948,"land_tas",0.254712235294119
"MRI-ESM2-0","ssp370",1948,"sst",0.154754825681608
"MRI-ESM2-0","ssp370",1949,"global_tas",0.252132519003908
"MRI-ESM2-0","ssp370",1949,"land_tas",0.220142235294122
"MRI-ESM2-0","ssp370",1949,"sst",0.148475803681608
"MRI-ESM2-0","ssp370",1950,"global_tas",0.177074553832369
"MRI-ESM2-0","ssp370",1950,"land_tas",0.109568235294114
"MRI-ESM2-0","ssp370",1950,"sst",0.109754908681608
"MRI-ESM2-0","ssp370",1951,"global_tas",0.191080828967108
"MRI-ESM2-0","ssp370",1951,"land_tas",0.20957423529411
"MRI-ESM2-0","ssp370",1951,"sst",0.149280577681608
"MRI-ESM2-0","ssp370",1952,"global_tas",0.130934127177272
"MRI-ESM2-0","ssp370",1952,"land_tas",0.145200235294112
"MRI-ESM2-0","ssp370",1952,"sst",0.132812537681608
"MRI-ESM2-0","ssp370",1953,"global_tas",0.0950458347292397
"MRI-ESM2-0","ssp370",1953,"land_tas",0.0239902352941045
"MRI-ESM2-0","ssp370",1953,"sst",0.113403837081608
"MRI-ESM2-0","ssp370",1954,"global_tas",0.17222793548724
"MRI-ESM2-0","ssp370",1954,"land_tas",0.13491223529411
"MRI-ESM2-0","ssp370",1954,"sst",0.175907657681608
"MRI-ESM2-0","ssp370",1955,"global_tas",0.215682857216473
"MRI-ESM2-0","ssp370",1955,"land_tas",0.24920423529411
"MRI-ESM2-0","ssp370",1955,"sst",0.188527897681608
"MRI-ESM2-0","ssp370",1956,"global_tas",0.121659693228753
"MRI-ESM2-0","ssp370",1956,"land_tas",0.100164235294119
"MRI-ESM2-0","ssp370",1956,"sst",0.120672753681608
"MRI-ESM2-0","ssp370",1957,"global_tas",0.169279099130153
"MRI-ESM2-0","ssp370",1957,"land_tas",0.13470023529411
"MRI-ESM2-0","ssp370",1957,"sst",0.135166949681608
"MRI-ESM2-0","ssp370",1958,"global_tas",0.242282534828234
"MRI-ESM2-0","ssp370",1958,"land_tas",0.244248235294106
"MRI-ESM2-0","ssp370",1958,"sst",0.186473717681608
"MRI-ESM2-0","ssp370",1959,"global_tas",0.236093882995419
"MRI-ESM2-0","ssp370",1959,"land_tas",0.2742442352941
"MRI-ESM2-0","ssp370",1959,"sst",0.155242217681608
"MRI-ESM2-0","ssp370",1960,"global_tas",0.252921591677762
"MRI-ESM2-0","ssp370",1960,"land_tas",0.26388423529412
"MRI-ESM2-0","ssp370",1960,"sst",0.184784517681608
"MRI-ESM2-0","ssp370",1961,"global_tas",0.172386271425376
"MRI-ESM2-0","ssp370",1961,"land_tas",0.162374235294112
"MRI-ESM2-0","ssp370",1961,"sst",0.130702027681608
"MRI-ESM2-0","ssp370",1962,"global_tas",0.130946364113606
"MRI-ESM2-0","ssp370",1962,"land_tas",0.0530442352941123
"MRI-ESM2-0","ssp370",1962,"sst",0.105468611681608
"MRI-ESM2-0","ssp370",1963,"global_tas",0.00455661349353698
"MRI-ESM2-0","ssp370",1963,"land_tas",-0.095949764705881
"MRI-ESM2-0","ssp370",1963,"sst",0.0201478636816078
"MRI-ESM2-0","ssp370",1964,"global_tas",-0.0845455586206185
"MRI-ESM2-0","ssp370",1964,"land_tas",-0.189037764705893
"MRI-ESM2-0","ssp370",1964,"sst",-0.0554889459183922
"MRI-ESM2-0","ssp370",1965,"global_tas",-0.0904672889511063
"MRI-ESM2-0","ssp370",1965,"land_tas",-0.175291764705889
"MRI-ESM2-0","ssp370",1965,"sst",-0.0522831743183922
"MRI-ESM2-0","ssp370",1966,"global_tas",-0.0295123580599806
"MRI-ESM2-0","ssp370",1966,"land_tas",-0.0994857647058893
"MRI-ESM2-0","ssp370",1966,"sst",-0.0115908243183922
"MRI-ESM2-0","ssp370",1967,"global_tas",-0.0288201100636115
"MRI-ESM2-0","ssp370",1967,"land_tas",-0.156971764705884
"MRI-ESM2-0","ssp370",1967,"sst",-0.00694602431839216
"MRI-ESM2-0","ssp370",1968,"global_tas",0.00501414304286526
"MRI-ESM2-0","ssp370",1968,"land_tas",-0.106939764705908
"MRI-ESM2-0","ssp370",1968,"sst",0.0101512928816078
"MRI-ESM2-0","ssp370",1969,"global_tas",0.00620078910502564
"MRI-ESM2-0","ssp370",1969,"land_tas",-0.047853764705883
"MRI-ESM2-0","ssp370",1969,"sst",0.0200115770816078
"MRI-ESM2-0","ssp370",1970,"global_tas",0.0737203570240354
"MRI-ESM2-0","ssp370",1970,"land_tas",-0.0224497647058911
"MRI-ESM2-0","ssp370",1970,"sst",0.0807189996816078
"MRI-ESM2-0","ssp370",1971,"global_tas",0.13762881918442
"MRI-ESM2-0","ssp370",1971,"land_tas",0.0663122352941175
"MRI-ESM2-0","ssp370",1971,"sst",0.106276729681608
"MRI-ESM2-0","ssp370",1972,"global_tas",0.0927108080484117
"MRI-ESM2-0","ssp370",1972,"land_tas",0.0186662352941084
"MRI-ESM2-0","ssp370",1972,"sst",0.0583493016816078
"MRI-ESM2-0","ssp370",1973,"global_tas",0.118410149701913
"MRI-ESM2-0","ssp370",1973,"land_tas",-0.0144397647058781
"MRI-ESM2-0","ssp370",1973,"sst",0.105502017681608
"MRI-ESM2-0","ssp370",1974,"global_tas",0.142536621311626
"MRI-ESM2-0","ssp370",1974,"land_tas",0.094492235294115
"MRI-ESM2-0","ssp370",1974,"sst",0.112342292081608
"MRI-ESM2-0","ssp370",1975,"global_tas",0.133252458994491
"MRI-ESM2-0","ssp370",1975,"land_tas",0.0638862352941031
"MRI-ESM2-0","ssp370",1975,"sst",0.0888614256816078
"MRI-ESM2-0","ssp370",1976,"global_tas",0.0865086095604283
"MRI-ESM2-0","ssp370",1976,"land_tas",-0.0341377647058833
"MRI-ESM2-0","ssp370",1976,"sst",0.0640979696816078
"MRI-ESM2-0","ssp370",1977,"global_tas",0.112631698535927
"MRI-ESM2-0","ssp370",1977,"land_tas",0.0139162352941186
"MRI-ESM2-0","ssp370",1977,"sst",0.0857163466816079
"MRI-ESM2-0","ssp370",1978,"global_tas",0.183255165954609
"MRI-ESM2-0","ssp370",1978,"land_tas",0.116514235294108
"MRI-ESM2-0","ssp370",1978,"sst",0.135260681681608
"MRI-ESM2-0","ssp370",1979,"global_tas",0.23129453269122
"MRI-ESM2-0","ssp370",1979,"land_tas",0.182468235294118
"MRI-ESM2-0","ssp370",1979,"sst",0.178351657681608
"MRI-ESM2-0","ssp370",1980,"global_tas",0.214999239952636
"MRI-ESM2-0","ssp370",1980,"land_tas",0.158398235294112
"MRI-ESM2-0","ssp370",1980,"sst",0.164703457681608
"MRI-ESM2-0","ssp370",1981,"global_tas",0.305761518324391
"MRI-ESM2-0","ssp370",1981,"land_tas",0.223790235294121
"MRI-ESM2-0","ssp370",1981,"sst",0.219473717681608
"MRI-ESM2-0","ssp370",1982,"global_tas",0.322574244872965
"MRI-ESM2-0","ssp370",1982,"land_tas",0.327052235294116
"MRI-ESM2-0","ssp370",1982,"sst",0.239358477681608
"MRI-ESM2-0","ssp370",1983,"global_tas",0.248142235170178
"MRI-ESM2-0","ssp370",1983,"land_tas",0.156428235294106
"MRI-ESM2-0","ssp370",1983,"sst",0.200220517681608
"MRI-ESM2-0","ssp370",1984,"global_tas",0.329870338633168
"MRI-ESM2-0","ssp370",1984,"land_tas",0.303254235294116
"MRI-ESM2-0","ssp370",1984,"sst",0.227818017681608
"MRI-ESM2-0","ssp370",1985,"global_tas",0.371490007560897
"MRI-ESM2-0","ssp370",1985,"land_tas",0.353202235294111
"MRI-ESM2-0","ssp370",1985,"sst",0.251194077681608
"MRI-ESM2-0","ssp370",1986,"global_tas",0.354260561499893
"MRI-ESM2-0","ssp370",1986,"land_tas",0.320838235294116
"MRI-ESM2-0","ssp370",1986,"sst",0.246838357681608
"MRI-ESM2-0","ssp370",1987,"global_tas",0.469965912900364
"MRI-ESM2-0","ssp370",1987,"land_tas",0.497788235294115
"MRI-ESM2-0","ssp370",1987,"sst",0.323853877681608
"MRI-ESM2-0","ssp370",1988,"global_tas",0.458692264033675
"MRI-ESM2-0","ssp370",1988,"land_tas",0.50371623529411
"MRI-ESM2-0","ssp370",1988,"sst",0.314878517681608
"MRI-ESM2-0","ssp370",1989,"global_tas",0.425194637308527
"MRI-ESM2-0","ssp370",1989,"land_tas",0.408848235294113
"MRI-ESM2-0","ssp370",1989,"sst",0.302329457681608
"MRI-ESM2-0","ssp370",1990,"global_tas",0.481111605375543
"MRI-ESM2-0","ssp370",1990,"land_tas",0.564672235294108
"MRI-ESM2-0","ssp370",1990,"sst",0.307267417681608
"MRI-ESM2-0","ssp370",1991,"global_tas",0.477809921816629
"MRI-ESM2-0","ssp370",1991,"land_tas",0.588038235294107
"MRI-ESM2-0","ssp370",1991,"sst",0.323143557681608
"MRI-ESM2-0","ssp370",1992,"global_tas",0.236118326616281
"MRI-ESM2-0","ssp370",1992,"land_tas",0.148636235294111
"MRI-ESM2-0","ssp370",1992,"sst",0.182611889681608
"MRI-ESM2-0","ssp370",1993,"global_tas",0.327977767128346
"MRI-ESM2-0","ssp370",1993,"land_tas",0.335758235294111
"MRI-ESM2-0","ssp370",1993,"sst",0.192547917681608
"MRI-ESM2-0","ssp370",1994,"global_tas",0.41161302277028
"MRI-ESM2-0","ssp370",1994,"land_tas",0.48109423529412
"MRI-ESM2-0","ssp370",1994,"sst",0.230004837681608
"MRI-ESM2-0","ssp370",1995,"global_tas",0.477276245231087
"MRI-ESM2-0","ssp370",1995,"land_tas",0.557384235294125
"MRI-ESM2-0","ssp370",1995,"sst",0.322820097681608
"MRI-ESM2-0","ssp370",1996,"global_tas",0.515249261126723
"MRI-ESM2-0","ssp370",1996,"land_tas",0.616978235294107
"MRI-ESM2-0","ssp370",1996,"sst",0.321011777681608
"MRI-ESM2-0","ssp370",1997,"global_tas",0.531055290911297
"MRI-ESM2-0","ssp370",1997,"land_tas",0.575080235294103
"MRI-ESM2-0","ssp370",1997,"sst",0.339798917681608
"MRI-ESM2-0","ssp370",1998,"global_tas",0.6601744769697
"MRI-ESM2-0","ssp370",1998,"land_tas",0.781730235294117
"MRI-ESM2-0","ssp370",1998,"sst",0.405515917681608
"MRI-ESM2-0","ssp370",1999,"global_tas",0.678957005047994
"MRI-ESM2-0","ssp370",1999,"land_tas",0.765548235294102
"MRI-ESM2-0","ssp370",1999,"sst",0.430080057681608
"MRI-ESM2-0","ssp370",2000,"global_tas",0.655169729807176
"MRI-ESM2-0","ssp370",2000,"land_tas",0.713470235294119
"MRI-ESM2-0","ssp370",2000,"sst",0.410409897681608
"MRI-ESM2-0","ssp370",2001,"global_tas",0.721405838729856
"MRI-ESM2-0","ssp370",2001,"land_tas",0.901200235294106
"MRI-ESM2-0","ssp370",2001,"sst",0.459486137681608
"MRI-ESM2-0","ssp370",2002,"global_tas",0.677201557449132
"MRI-ESM2-0","ssp370",2002,"land_tas",0.7677962352941
"MRI-ESM2-0","ssp370",2002,"sst",0.454270957681608
"MRI-ESM2-0","ssp370",2003,"global_tas",0.780643193133062
"MRI-ESM2-0","ssp370",2003,"land_tas",0.876082235294109
"MRI-ESM2-0","ssp370",2003,"sst",0.493970057681608
"MRI-ESM2-0","ssp370",2004,"global_tas",0.842912464051597
"MRI-ESM2-0","ssp370",2004,"land_tas",0.950638235294117
"MRI-ESM2-0","ssp370",2004,"sst",0.539993737681608
"MRI-ESM2-0","ssp370",2005,"global_tas",0.804459200306496
"MRI-ESM2-0","ssp370",2005,"land_tas",0.905216235294108
"MRI-ESM2-0","ssp370",2005,"sst",0.528358397681608
"MRI-ESM2-0","ssp370",2006,"global_tas",0.822259500353823
"MRI-ESM2-0","ssp370",2006,"land_tas",0.952598235294103
"MRI-ESM2-0","ssp370",2006,"sst",0.534104077681608
"MRI-ESM2-0","ssp370",2007,"global_tas",0.789571292076698
"MRI-ESM2-0","ssp370",2007,"land_tas",0.9100962352941
"MRI-ESM2-0","ssp370",2007,"sst",0.494095817681608
"MRI-ESM2-0","ssp370",2008,"global_tas",0.838860956692349
"MRI-ESM2-0","ssp370",2008,"land_tas",0.94032423529411
"MRI-ESM2-0","ssp370",2008,"sst",0.522356557681608
"MRI-ESM2-0","ssp370",2009,"global_tas",0.835622346334231
"MRI-ESM2-0","ssp370",2009,"land_tas",1.01645823529411
"MRI-ESM2-0","ssp370",2009,"sst",0.526468137681608
"MRI-ESM2-0","ssp370",2010,"global_tas",0.800792113149384
"MRI-ESM2-0","ssp370",2010,"land_tas",0.917060235294116
"MRI-ESM2-0","ssp370",2010,"sst",0.508188557681608
"MRI-ESM2-0","ssp370",2011,"global_tas",0.87805859278045
"MRI-ESM2-0","ssp370",2011,"land_tas",1.05783823529412
"MRI-ESM2-0","ssp370",2011,"sst",0.550476737681608
"MRI-ESM2-0","ssp370",2012,"global_tas",0.906037431637867
"MRI-ESM2-0","ssp370",2012,"land_tas",1.0948262352941
"MRI-ESM2-0","ssp370",2012,"sst",0.579343677681608
"MRI-ESM2-0","ssp370",2013,"global_tas",0.919824512207037
"MRI-ESM2-0","ssp370",2013,"land_tas",1.11631423529412
"MRI-ESM2-0","ssp370",2013,"sst",0.592052477681608
"MRI-ESM2-0","ssp370",2014,"global_tas",0.884259883467269
"MRI-ESM2-0","ssp370",2014,"land_tas",1.07591023529411
"MRI-ESM2-0","ssp370",2014,"sst",0.562705037681608
"MRI-ESM2-0","ssp370",2015,"global_tas",0.945493588055295
"MRI-ESM2-0","ssp370",2015,"land_tas",1.09627423529411
"MRI-ESM2-0","ssp370",2015,"sst",0.612386017681608
"MRI-ESM2-0","ssp370",2016,"global_tas",1.01422163949143
"MRI-ESM2-0","ssp370",2016,"land_tas",1.21255023529411
"MRI-ESM2-0","ssp370",2016,"sst",0.649375957681608
"MRI-ESM2-0","ssp370",2017,"global_tas",1.05903263984496
"MRI-ESM2-0","ssp370",2017,"land_tas",1.31703423529411
"MRI-ESM2-0","ssp370",2017,"sst",0.671783237681608
"MRI-ESM2-0","ssp370",2018,"global_tas",1.043221473915
"MRI-ESM2-0","ssp370",2018,"land_tas",1.22055823529411
"MRI-ESM2-0","ssp370",2018,"sst",0.675540457681608
"MRI-ESM2-0","ssp370",2019,"global_tas",1.12457464816623
"MRI-ESM2-0","ssp370",2019,"land_tas",1.32776823529412
"MRI-ESM2-0","ssp370",2019,"sst",0.732752057681608
"MRI-ESM2-0","ssp370",2020,"global_tas",1.10387409635833
"MRI-ESM2-0","ssp370",2020,"land_tas",1.38581823529412
"MRI-ESM2-0","ssp370",2020,"sst",0.703888277681608
"MRI-ESM2-0","ssp370",2021,"global_tas",1.10006621900684
"MRI-ESM2-0","ssp370",2021,"land_tas",1.35155823529411
"MRI-ESM2-0","ssp370",2021,"sst",0.704639897681608
"MRI-ESM2-0","ssp370",2022,"global_tas",1.21836888798645
"MRI-ESM2-0","ssp370",2022,"land_tas",1.46561823529412
"MRI-ESM2-0","ssp370",2022,"sst",0.787915217681608
"MRI-ESM2-0","ssp370",2023,"global_tas",1.24013182396011
"MRI-ESM2-0","ssp370",2023,"land_tas",1.5089742352941
"MRI-ESM2-0","ssp370",2023,"sst",0.780746037681608
"MRI-ESM2-0","ssp370",2024,"global_tas",1.26394786268314
"MRI-ESM2-0","ssp370",2024,"land_tas",1.48868823529411
"MRI-ESM2-0","ssp370",2024,"sst",0.816448817681608
"MRI-ESM2-0","ssp370",2025,"global_tas",1.30624136513602
"MRI-ESM2-0","ssp370",2025,"land_tas",1.56364223529411
"MRI-ESM2-0","ssp370",2025,"sst",0.841475897681608
"MRI-ESM2-0","ssp370",2026,"global_tas",1.35108062779114
"MRI-ESM2-0","ssp370",2026,"land_tas",1.5933902352941
"MRI-ESM2-0","ssp370",2026,"sst",0.882282357681608
