"year","scenario","co2","gmst"
2030,"ssp126",2812.02768241007,1.45881399500946
2031,"ssp126",2845.99097764339,1.48263478731543
2032,"ssp126",2879.13050219171,1.50525582120785
2033,"ssp126",2911.44625605504,1.52683752718493
2034,"ssp126",2942.98058534561,1.54748165704297
2035,"ssp126",2973.74881737518,1.56725665204504
2036,"ssp126",3003.75095214376,1.58620990291257
2037,"ssp126",3032.98698965135,1.60437595950863
2038,"ssp126",3061.45692989794,1.62178408880493
2039,"ssp126",3089.16077288353,1.63845809789562
2040,"ssp126",3116.09851860813,1.65441678324737
2041,"ssp126",3142.31769499065,1.66908698111884
2042,"ssp126",3167.8183020311,1.68263279564364
2043,"ssp126",3192.60033972946,1.6952481536303
2044,"ssp126",3216.66380808576,1.70705517809363
2045,"ssp126",3240.00870709997,1.71813642858922
2046,"ssp126",3262.63503677211,1.72855046311997
2047,"ssp126",3284.54279710217,1.73834027085657
2048,"ssp126",3305.73198809016,1.74753826928442
2049,"ssp126",3326.20260973607,1.75616969390834
2050,"ssp126",3345.9546620399,1.76425437037958
2015,"ssp245",2243.29214787436,1.02483128485141
2016,"ssp245",2282.80362647438,1.06034615040581
2017,"ssp245",2322.61451888831,1.09443120942545
2018,"ssp245",2362.72482511617,1.12767218277965
2019,"ssp245",2403.13454515795,1.16036722400804
2020,"ssp245",2443.84367901365,1.19272743134608
2021,"ssp245",2484.83609481735,1.22227857092722
2022,"ssp245",2526.11179256906,1.2494868324822
2023,"ssp245",2567.67077226877,1.27498822213102
2024,"ssp245",2609.51303391649,1.29917878187082
2025,"ssp245",2651.63857751222,1.32352657926088
2026,"ssp245",2694.04740305595,1.34802440971558
2027,"ssp245",2736.73951054768,1.37252764653777
2028,"ssp245",2779.71489998742,1.39696599258163
2029,"ssp245",2822.97357137516,1.4213044851303
2030,"ssp245",2866.51552471091,1.44552641468773
2031,"ssp245",2910.13527952929,1.47040943036001
2032,"ssp245",2953.83283583028,1.49576936265312
2033,"ssp245",2997.60819361391,1.52138224077231
2034,"ssp245",3041.46135288016,1.54711608463231
2035,"ssp245",3085.39231362903,1.57288729021797
2036,"ssp245",3129.40107586053,1.59863951361709
2037,"ssp245",3173.48763957465,1.62433391624057
2038,"ssp245",3217.6520047714,1.64994621712131
2039,"ssp245",3261.89417145077,1.67546020759051
2040,"ssp245",3306.21413961277,1.7008641592421
2041,"ssp245",3350.45491693868,1.7263307069812
2042,"ssp245",3394.6165034285,1.75180123946645
2043,"ssp245",3438.69889908224,1.7772111851139
2044,"ssp245",3482.70210389988,1.80251998058872
2045,"ssp245",3526.62611788145,1.82770074245011
2046,"ssp245",3570.47094102692,1.8527350749744
2047,"ssp245",3614.23657333631,1.87761017083609
2048,"ssp245",3657.92301480961,1.90231706539658
2049,"ssp245",3701.53026544682,1.9268497377688
2050,"ssp245",3745.05832524795,1.95120407402555
2015,"ssp370",2243.29214787436,1.02483128485141
2016,"ssp370",2283.63698924377,1.05863546736155
2017,"ssp370",2325.11460719651,1.08973791298209
2018,"ssp370",2367.72500173256,1.11924394081133
2019,"ssp370",2411.46817285193,1.14773908653732
2020,"ssp370",2456.34412055462,1.17566119322068
2021,"ssp370",2502.02521877766,1.20256397592613
2022,"ssp370",2548.51146752105,1.22868575623366
2023,"ssp370",2595.80286678479,1.25427612029391
2024,"ssp370",2643.89941656888,1.27950013710275
2025,"ssp370",2692.80111687332,1.30567576443965
2026,"ssp370",2742.5079676981,1.33269181859073
2027,"ssp370",2793.01996904324,1.36032795998603
2028,"ssp370",2844.33712090873,1.38845646408646
2029,"ssp370",2896.45942329456,1.41699728664341
2030,"ssp370",2949.38687620075,1.44589726982051
2031,"ssp370",3002.88024654457,1.47519706705069
2032,"ssp370",3056.93953432603,1.50482290205132
2033,"ssp370",3111.56473954513,1.53471083528951
2034,"ssp370",3166.75586220187,1.56482178670875
2035,"ssp370",3222.51290229625,1.5951289010032
2036,"ssp370",3278.83585982826,1.62561143111721
2037,"ssp370",3335.72473479791,1.65625297539414
2038,"ssp370",3393.1795272052,1.6870430683987
2039,"ssp370",3451.20023705013,1.71797360293884
2040,"ssp370",3509.78686433269,1.74903709419044
2041,"ssp370",3568.81476826595,1.7802027340599
2042,"ssp370",3628.28394884989,1.81146508290603
2043,"ssp370",3688.19440608453,1.84282218052514
2044,"ssp370",3748.54613996986,1.87427140992423
2045,"ssp370",3809.33915050587,1.90580997021176
2046,"ssp370",3870.57343769258,1.93743510656827
2047,"ssp370",3932.24900152997,1.96914422224257
2048,"ssp370",3994.36584201806,2.00093493632897
2049,"ssp370",4056.92395915684,2.03280531501863
2050,"ssp370",4119.9233529463,2.0647536027653
2015,"ssp585",2243.29214787436,1.02483128485141
2016,"ssp585",2283.41751919414,1.06180670965509
2017,"ssp585",2324.45619704761,1.09867506113272
2018,"ssp585",2366.40818143477,1.13575620126618
2019,"ssp585",2409.27347235561,1.17315343108789
2020,"ssp585",2453.05206981014,1.21099622966799
2021,"ssp585",2497.99084639643,1.24652968103397
2022,"ssp585",2544.08980211449,1.28030290918215
2023,"ssp585",2591.3489369643,1.31303802927398
2024,"ssp585",2639.76825094588,1.34517707910775
2025,"ssp585",2689.34774405922,1.37821185013249
2026,"ssp585",2740.08741630432,1.41214543944663
2027,"ssp585",2791.98726768119,1.44683499816465
2028,"ssp585",2845.04729818981,1.48220641820842
2029,"ssp585",2899.2675078302,1.51821720536076
2030,"ssp585",2954.64789660235,1.55484063876997
2031,"ssp585",3011.37823971939,1.59131523251966
2032,"ssp585",3069.45853718131,1.62780577827599
2033,"ssp585",3128.88878898812,1.66451549346658
2034,"ssp585",3189.66899513981,1.70156656787417
2035,"ssp585",3251.79915563639,1.73903393344637
2036,"ssp585",3315.27927047785,1.77696223784858
2037,"ssp585",3380.1093396642,1.8153768674213
2038,"ssp585",3446.28936319544,1.8542931840714
2039,"ssp585",3513.81934107156,1.89371786821556
2040,"ssp585",3582.69927329257,1.93365046008274
2041,"ssp585",3653.0336586694,1.97417976013517
2042,"ssp585",3724.82249720205,2.01528446632312
2043,"ssp585",3798.06578889052,2.05693530130632
2044,"ssp585",3872.76353373481,2.09911075970972
2045,"ssp585",3948.91573173492,2.14179350442127
2046,"ssp585",4026.52238289086,2.18496859205335
2047,"ssp585",4105.58348720261,2.22862254315062
2048,"ssp585",4186.09904467019,2.2727428353548
2049,"ssp585",4268.06905529359,2.31731781369108
2050,"ssp585",4351.49351907281,2.36233625566771
